Product Type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Timestamp
Mascara,SKU-1039,80.91,Pre-Order,12,805.6,Adult,208,5,9,4,USPS,33.36,Supplier B,Germany,2567,17,4182.62,Pass,0.1993,Sea,Route-41,4045.13,2024-06-12
Blush,SKU-1029,67.32,Pre-Order,16,1224.46,Teen,92,12,41,8,UPS,26.54,Supplier C,USA,6275,24,3770.07,Fail,0.0199,Sea,Route-16,7714.43,2024-06-12
Blush,SKU-1013,53.88,In Stock,6,325.33,Teen,154,8,45,6,USPS,36.43,Supplier B,China,9391,16,2793.41,Pass,0.0054,Sea,Route-35,8038.58,2024-06-12
Lipstick,SKU-1036,18.64,In Stock,3,100.12,Teen,218,1,69,1,FedEx,17.95,Supplier C,China,4248,9,4566.24,Fail,0.024,Sea,Route-42,1478.48,2024-06-12
Lipstick,SKU-1009,61.93,Pre-Order,20,1911.63,Teen,171,13,83,1,UPS,34.96,Supplier C,India,6539,19,3512.42,Pass,0.031,Sea,Route-16,7769.93,2024-06-12
Lipstick,SKU-1048,61.2,Out of Stock,1,148.61,Senior,153,9,53,6,UPS,29.95,Supplier A,Mexico,1900,2,3298.32,Pass,0.0495,Air,Route-35,3319.84,2024-06-12
Eyeliner,SKU-1024,80.89,Out of Stock,2,200.35,Adult,85,12,23,8,FedEx,12.41,Supplier A,Mexico,8461,19,3648.73,Fail,0.0143,Road,Route-45,9916.04,2024-06-12
Eyeliner,SKU-1020,83.16,Out of Stock,3,204.86,Adult,373,13,21,9,DHL,30.11,Supplier B,China,3824,29,2962.18,Pass,0.0318,Road,Route-20,3580.11,2024-06-12
Blush,SKU-1001,90.71,In Stock,6,500.98,Teen,303,13,14,1,FedEx,10.07,Supplier B,Germany,1508,18,1239.35,Fail,0.0058,Road,Route-28,9545.21,2024-06-12
Lipstick,SKU-1029,67.32,Pre-Order,14,2000.37,Adult,311,2,89,3,FedEx,37.85,Supplier C,Mexico,5528,17,3717.14,Pass,0.0121,Sea,Route-13,2874.95,2024-06-12
Foundation,SKU-1007,10.24,Pre-Order,1,24.72,Adult,29,13,77,4,USPS,40.74,Supplier C,Germany,6094,16,2978.97,Pass,0.0341,Air,Route-18,3205.6,2024-06-12
Foundation,SKU-1024,80.89,In Stock,4,576.16,Adult,486,11,96,3,USPS,11.3,Supplier B,USA,724,17,2079.67,Fail,0.0081,Road,Route-47,9628.88,2024-06-12
Lipstick,SKU-1028,69.89,Out of Stock,1,123.2,Adult,393,1,84,4,UPS,26.65,Supplier C,Mexico,3870,11,4646.22,Fail,0.0261,Road,Route-28,4221.98,2024-06-12
Blush,SKU-1017,16.21,Pre-Order,1,21.44,Adult,297,12,44,3,FedEx,20.13,Supplier C,Germany,8600,4,2943.29,Pass,0.0443,Sea,Route-17,960.55,2024-06-12
Eyeliner,SKU-1019,51.77,Out of Stock,8,534.75,Teen,47,4,4,7,UPS,21.57,Supplier C,Mexico,9243,2,1070.1,Pass,0.0215,Road,Route-4,5148.9,2024-06-12
Foundation,SKU-1005,39.39,In Stock,10,766.01,Adult,44,9,82,4,USPS,13.53,Supplier C,Mexico,2328,14,1264.05,Pass,0.0194,Sea,Route-44,1766.15,2024-06-12
Blush,SKU-1048,61.2,Out of Stock,16,1442.0,Senior,347,8,7,1,FedEx,39.52,Supplier C,Mexico,3278,12,4153.45,Fail,0.0497,Air,Route-28,1567.74,2024-06-12
Blush,SKU-1048,61.2,In Stock,1,75.26,Adult,435,14,47,6,UPS,46.95,Supplier B,China,3783,9,3318.08,Fail,0.0184,Air,Route-20,4913.26,2024-06-12
Lipstick,SKU-1019,51.77,Pre-Order,5,490.05,Teen,367,7,99,9,DHL,12.88,Supplier C,Mexico,4002,20,4219.82,Pass,0.0236,Air,Route-28,1801.83,2024-06-12
Eyeliner,SKU-1049,68.74,Pre-Order,12,682.76,Adult,125,14,7,2,FedEx,27.05,Supplier B,China,9162,8,4376.19,Fail,0.0173,Road,Route-2,6878.43,2024-06-12
Lipstick,SKU-1040,27.8,Pre-Order,2,97.96,Senior,397,11,93,1,USPS,27.96,Supplier C,Germany,1848,23,1578.57,Fail,0.0005,Sea,Route-48,2476.11,2024-06-12
Blush,SKU-1031,48.54,Pre-Order,17,896.71,Adult,371,6,11,8,USPS,10.62,Supplier B,China,4776,26,925.25,Fail,0.0326,Sea,Route-34,9819.65,2024-06-12
Foundation,SKU-1037,12.42,In Stock,5,139.61,Teen,212,11,64,3,USPS,45.92,Supplier A,Germany,4906,8,3566.44,Fail,0.0035,Sea,Route-11,2197.65,2024-06-12
Foundation,SKU-1006,26.84,In Stock,19,1212.74,Adult,4,2,74,1,UPS,34.49,Supplier A,USA,337,2,703.54,Pass,0.0035,Air,Route-6,9333.39,2024-06-12
Mascara,SKU-1041,41.44,In Stock,3,111.42,Senior,264,3,43,4,DHL,6.79,Supplier C,India,855,21,826.31,Fail,0.1169,Sea,Route-16,5426.28,2024-06-12
Lipstick,SKU-1022,68.05,In Stock,1,154.43,Adult,362,14,69,4,USPS,16.64,Supplier A,Mexico,5432,3,3482.27,Pass,0.0342,Road,Route-43,9672.39,2024-06-12
Foundation,SKU-1034,11.27,In Stock,20,492.28,Teen,347,13,91,10,USPS,20.55,Supplier C,Germany,9364,4,716.15,Pass,0.0482,Sea,Route-38,7715.6,2024-06-12
Foundation,SKU-1022,68.05,Pre-Order,18,2119.42,Senior,484,9,83,10,USPS,14.96,Supplier A,USA,7298,3,1393.1,Fail,0.038,Sea,Route-19,3685.98,2024-06-12
Blush,SKU-1006,26.84,In Stock,19,693.88,Senior,168,4,10,8,UPS,15.32,Supplier B,Mexico,9941,18,3252.77,Fail,0.0241,Road,Route-46,787.12,2024-06-12
Lipstick,SKU-1013,53.88,Out of Stock,4,362.53,Senior,490,10,78,5,DHL,14.71,Supplier A,Germany,4246,7,4853.71,Fail,0.0213,Sea,Route-50,7351.59,2024-06-12
Blush,SKU-1023,21.71,Out of Stock,19,564.52,Teen,299,4,45,8,USPS,25.21,Supplier C,USA,3007,21,2421.14,Pass,0.0075,Sea,Route-15,8714.63,2024-06-12
Eyeliner,SKU-1027,24.1,In Stock,1,35.3,Adult,32,4,35,7,FedEx,10.68,Supplier A,Germany,2423,21,673.48,Fail,0.0196,Road,Route-36,9767.48,2024-06-12
Blush,SKU-1014,74.37,In Stock,20,1919.86,Senior,361,5,10,6,FedEx,47.68,Supplier C,USA,971,23,2667.48,Pass,0.0205,Air,Route-14,3245.69,2024-06-12
Lipstick,SKU-1004,66.7,Out of Stock,18,1838.05,Adult,397,14,93,3,UPS,36.93,Supplier C,USA,6992,21,1368.17,Fail,0.0083,Road,Route-26,9785.45,2024-06-12
Blush,SKU-1049,68.74,Pre-Order,5,385.28,Teen,417,1,13,10,FedEx,11.66,Supplier A,Mexico,5343,29,1933.64,Fail,0.0005,Road,Route-48,9691.27,2024-06-12
Eyeliner,SKU-1027,24.1,Pre-Order,17,477.64,Senior,438,6,2,1,DHL,38.76,Supplier A,USA,9753,5,2515.58,Fail,0.0088,Road,Route-37,4793.65,2024-06-12
Mascara,SKU-1035,92.43,In Stock,7,684.25,Teen,35,3,24,2,DHL,21.0,Supplier B,USA,9853,23,1653.13,Fail,0.0813,Road,Route-41,369.2,2024-06-12
Mascara,SKU-1010,93.49,In Stock,11,961.68,Adult,78,13,15,8,UPS,34.59,Supplier B,Germany,4028,23,3914.47,Fail,0.095,Sea,Route-17,2659.89,2024-06-12
Blush,SKU-1010,93.49,Pre-Order,13,1652.54,Senior,78,11,1,7,UPS,17.75,Supplier C,Germany,5358,21,3762.53,Pass,0.0013,Air,Route-8,965.69,2024-06-12
Mascara,SKU-1045,57.87,Pre-Order,16,1348.71,Adult,257,9,27,8,UPS,30.06,Supplier C,China,253,18,3563.44,Fail,0.149,Sea,Route-50,9887.17,2024-06-12
Blush,SKU-1032,73.53,Out of Stock,19,1871.71,Senior,50,14,31,5,USPS,28.99,Supplier A,Mexico,3716,11,2118.58,Fail,0.0073,Air,Route-36,1591.96,2024-06-12
Lipstick,SKU-1006,26.84,Pre-Order,14,883.73,Teen,200,1,84,1,DHL,47.2,Supplier C,Mexico,3760,8,4764.51,Pass,0.0309,Road,Route-24,8270.75,2024-06-12
Blush,SKU-1027,24.1,Pre-Order,7,190.97,Senior,421,8,25,8,USPS,25.29,Supplier C,India,2087,10,3029.73,Fail,0.0137,Sea,Route-7,166.37,2024-06-12
Lipstick,SKU-1013,53.88,In Stock,13,1381.08,Adult,227,11,71,10,UPS,42.16,Supplier B,China,5217,4,2339.96,Fail,0.0449,Sea,Route-20,1792.56,2024-06-12
Eyeliner,SKU-1049,68.74,Out of Stock,12,747.21,Adult,214,13,13,9,UPS,39.64,Supplier A,Germany,9537,19,3758.26,Fail,0.0146,Road,Route-37,8406.49,2024-06-12
Lipstick,SKU-1010,93.49,Pre-Order,9,2041.65,Adult,493,8,50,5,DHL,35.87,Supplier B,Germany,1589,26,4100.66,Pass,0.0328,Road,Route-9,5316.34,2024-06-12
Mascara,SKU-1017,16.21,Pre-Order,15,322.21,Teen,56,1,35,6,UPS,19.39,Supplier C,India,6424,3,2580.32,Fail,0.1638,Road,Route-7,6928.35,2024-06-12
Foundation,SKU-1010,93.49,Out of Stock,1,176.33,Adult,245,14,50,7,USPS,33.32,Supplier B,China,3006,18,4411.64,Pass,0.0058,Road,Route-8,1813.92,2024-06-12
Eyeliner,SKU-1038,95.23,Pre-Order,14,1238.91,Senior,92,1,22,9,DHL,11.56,Supplier C,China,5807,14,4122.14,Pass,0.0444,Sea,Route-20,778.19,2024-06-12
Foundation,SKU-1007,10.24,In Stock,7,147.08,Teen,127,8,81,4,FedEx,44.37,Supplier C,USA,9064,16,2700.57,Pass,0.0102,Road,Route-18,4744.89,2024-06-12
Blush,SKU-1002,22.21,In Stock,7,217.22,Senior,170,9,43,1,DHL,41.5,Supplier B,USA,2450,13,3043.67,Pass,0.0094,Air,Route-8,3625.31,2024-06-12
Lipstick,SKU-1008,53.77,In Stock,19,1892.26,Teen,310,13,57,7,UPS,44.91,Supplier C,Germany,9689,22,4579.36,Pass,0.0367,Road,Route-25,102.31,2024-06-12
Lipstick,SKU-1023,21.71,Pre-Order,7,323.47,Senior,429,5,74,7,DHL,38.73,Supplier B,Germany,6462,22,3842.29,Fail,0.024,Road,Route-16,7874.8,2024-06-12
Lipstick,SKU-1025,65.65,Out of Stock,12,1213.68,Adult,164,6,73,4,DHL,35.46,Supplier C,India,6140,28,3441.98,Pass,0.0025,Sea,Route-22,9946.33,2024-06-12
Mascara,SKU-1014,74.37,Pre-Order,6,590.0,Senior,166,4,33,7,USPS,8.04,Supplier B,USA,2728,21,3586.03,Fail,0.1132,Sea,Route-33,9025.65,2024-06-12
Eyeliner,SKU-1046,55.69,Out of Stock,10,775.32,Teen,256,13,26,6,FedEx,10.01,Supplier B,USA,511,26,1593.09,Pass,0.0235,Sea,Route-42,2933.19,2024-06-12
Eyeliner,SKU-1004,66.7,Out of Stock,7,443.43,Senior,331,4,12,9,DHL,30.37,Supplier A,Mexico,1426,17,1688.94,Fail,0.0176,Air,Route-6,7662.2,2024-06-12
Eyeliner,SKU-1006,26.84,Out of Stock,18,712.5,Teen,376,8,21,9,UPS,31.01,Supplier B,Mexico,6787,21,3041.18,Fail,0.0178,Air,Route-9,1293.86,2024-06-12
Blush,SKU-1031,48.54,In Stock,17,867.86,Teen,168,8,3,8,FedEx,15.05,Supplier B,China,9808,21,3506.11,Pass,0.0133,Air,Route-10,1773.29,2024-06-12
Eyeliner,SKU-1030,32.56,In Stock,15,489.98,Adult,473,13,42,4,FedEx,26.73,Supplier C,Mexico,7945,12,1618.52,Fail,0.0468,Air,Route-14,520.02,2024-06-12
Lipstick,SKU-1048,61.2,Out of Stock,8,784.94,Adult,194,8,80,4,FedEx,11.19,Supplier C,India,4955,28,2049.65,Pass,0.0446,Air,Route-14,9660.46,2024-06-12
Blush,SKU-1002,22.21,In Stock,20,549.23,Adult,160,7,35,5,DHL,18.46,Supplier A,India,7135,18,815.49,Pass,0.0089,Air,Route-50,1964.89,2024-06-12
Blush,SKU-1016,44.94,Out of Stock,7,365.64,Adult,169,3,19,3,USPS,45.48,Supplier A,Mexico,3773,23,558.49,Pass,0.0396,Air,Route-36,8953.32,2024-06-12
Lipstick,SKU-1048,61.2,Out of Stock,20,2940.72,Teen,277,12,76,1,FedEx,31.82,Supplier C,Germany,3817,24,3077.55,Fail,0.03,Road,Route-25,9605.52,2024-06-12
Foundation,SKU-1001,90.71,In Stock,14,3023.13,Adult,68,13,58,10,FedEx,35.99,Supplier A,Mexico,589,2,4856.78,Fail,0.0184,Air,Route-48,8507.17,2024-06-12
Foundation,SKU-1020,83.16,Out of Stock,15,2488.69,Adult,403,14,59,2,USPS,18.92,Supplier A,China,8250,18,2067.96,Pass,0.0261,Road,Route-17,110.92,2024-06-12
Blush,SKU-1021,24.69,Pre-Order,18,585.74,Senior,50,3,43,10,UPS,10.59,Supplier C,Mexico,3387,27,1925.03,Fail,0.0405,Road,Route-1,7555.87,2024-06-12
Foundation,SKU-1004,66.7,Pre-Order,7,1084.9,Teen,281,1,100,10,FedEx,26.74,Supplier B,Mexico,1549,6,3497.51,Pass,0.0295,Air,Route-36,4467.28,2024-06-12
Eyeliner,SKU-1023,21.71,Pre-Order,4,127.01,Senior,454,1,15,5,FedEx,13.98,Supplier C,Germany,1210,16,2901.77,Fail,0.0454,Sea,Route-30,5608.19,2024-06-12
Eyeliner,SKU-1001,90.71,Out of Stock,20,2323.43,Teen,410,14,17,7,UPS,32.88,Supplier C,China,8417,17,4253.25,Fail,0.0185,Road,Route-21,4674.82,2024-06-12
Blush,SKU-1018,43.23,In Stock,5,290.86,Senior,41,10,33,5,DHL,5.41,Supplier C,China,4065,16,510.07,Pass,0.0388,Sea,Route-11,9111.26,2024-06-12
Blush,SKU-1015,76.71,Pre-Order,15,1210.69,Adult,399,1,48,5,DHL,33.24,Supplier B,Germany,6452,5,1770.96,Fail,0.0381,Road,Route-28,3417.15,2024-06-12
Blush,SKU-1044,34.13,Out of Stock,3,95.03,Teen,31,10,21,9,DHL,42.71,Supplier B,India,9879,24,4199.17,Pass,0.0223,Air,Route-29,184.84,2024-06-12
Lipstick,SKU-1018,43.23,Pre-Order,12,795.67,Teen,481,14,79,4,DHL,13.6,Supplier A,Mexico,2296,29,1881.01,Fail,0.0477,Road,Route-20,1116.57,2024-06-12
Lipstick,SKU-1036,18.64,Out of Stock,7,253.18,Adult,493,3,64,6,DHL,35.75,Supplier B,USA,5536,7,2620.36,Pass,0.0339,Air,Route-27,3337.32,2024-06-12
Foundation,SKU-1038,95.23,In Stock,5,1159.43,Teen,219,6,53,9,DHL,48.65,Supplier A,Germany,9917,2,2589.23,Pass,0.0061,Road,Route-3,1678.35,2024-06-12
Eyeliner,SKU-1042,27.26,In Stock,4,88.15,Teen,405,1,11,1,DHL,33.55,Supplier B,India,2146,2,1355.83,Fail,0.0347,Sea,Route-47,5317.21,2024-06-12
Blush,SKU-1027,24.1,In Stock,12,380.84,Adult,249,10,42,9,FedEx,23.22,Supplier C,Mexico,5696,7,3745.66,Fail,0.0104,Sea,Route-42,2519.64,2024-06-12
Blush,SKU-1044,34.13,Out of Stock,10,321.36,Adult,254,2,37,5,FedEx,23.3,Supplier B,China,3357,16,1602.86,Pass,0.039,Road,Route-33,4435.25,2024-06-12
Foundation,SKU-1005,39.39,In Stock,16,1382.29,Teen,70,7,80,4,UPS,21.38,Supplier A,India,9687,22,4738.16,Fail,0.015,Air,Route-50,9942.16,2024-06-12
Eyeliner,SKU-1005,39.39,Pre-Order,15,602.13,Adult,397,5,30,4,UPS,6.76,Supplier C,Mexico,856,23,3459.03,Pass,0.0219,Sea,Route-6,7949.03,2024-06-12
Eyeliner,SKU-1040,27.8,Pre-Order,16,563.66,Teen,43,14,40,10,FedEx,46.64,Supplier B,Germany,6801,6,697.47,Pass,0.0208,Air,Route-23,6858.4,2024-06-12
Eyeliner,SKU-1019,51.77,Out of Stock,15,894.26,Senior,97,14,19,9,UPS,12.4,Supplier B,India,1394,19,4232.47,Pass,0.0304,Road,Route-19,5691.5,2024-06-12
Eyeliner,SKU-1004,66.7,Out of Stock,11,959.03,Adult,64,12,38,4,DHL,48.51,Supplier C,Mexico,6947,3,3899.45,Pass,0.0169,Air,Route-31,6060.5,2024-06-12
Mascara,SKU-1015,76.71,Out of Stock,15,1435.1,Teen,108,5,49,4,UPS,20.48,Supplier C,Germany,1878,7,985.62,Fail,0.14,Sea,Route-19,9454.99,2024-06-12
Mascara,SKU-1037,12.42,Out of Stock,2,22.71,Teen,270,1,7,5,UPS,48.2,Supplier C,Mexico,8207,13,4644.82,Pass,0.1612,Sea,Route-32,1598.94,2024-06-12
Lipstick,SKU-1003,66.55,In Stock,3,315.69,Senior,66,2,67,9,DHL,38.85,Supplier B,India,3651,17,2736.75,Pass,0.0221,Sea,Route-22,8076.0,2024-06-12
Mascara,SKU-1013,53.88,Pre-Order,1,52.4,Senior,42,6,8,2,DHL,8.65,Supplier A,Germany,1283,29,1861.53,Fail,0.1814,Road,Route-11,8440.98,2024-06-12
Lipstick,SKU-1034,11.27,Pre-Order,2,42.61,Senior,276,2,80,3,UPS,12.9,Supplier C,Mexico,2024,18,3964.01,Pass,0.0051,Road,Route-27,7255.0,2024-06-12
Blush,SKU-1034,11.27,Out of Stock,9,103.29,Teen,298,11,16,7,FedEx,24.66,Supplier C,Germany,1755,15,1607.35,Fail,0.0392,Air,Route-26,2625.24,2024-06-12
Lipstick,SKU-1009,61.93,In Stock,4,526.92,Teen,56,11,78,6,FedEx,43.58,Supplier A,India,8132,30,4777.37,Pass,0.0413,Road,Route-32,7237.78,2024-06-12
Lipstick,SKU-1041,41.44,Pre-Order,6,614.39,Adult,229,14,80,8,UPS,42.77,Supplier C,Mexico,9828,4,3997.07,Pass,0.0461,Air,Route-31,711.42,2024-06-12
Eyeliner,SKU-1049,68.74,Out of Stock,10,662.97,Teen,397,11,33,9,DHL,40.23,Supplier B,Mexico,7354,6,3470.62,Pass,0.0094,Road,Route-25,3656.98,2024-06-12
Blush,SKU-1019,51.77,In Stock,6,413.2,Senior,103,11,46,3,UPS,30.77,Supplier C,Mexico,1821,8,4540.33,Fail,0.0022,Road,Route-18,5854.4,2024-06-12
Mascara,SKU-1026,29.52,Pre-Order,18,676.96,Adult,167,8,16,10,USPS,8.6,Supplier B,Germany,7331,18,2601.28,Pass,0.1107,Sea,Route-2,261.25,2024-06-12
Mascara,SKU-1014,74.37,In Stock,4,410.29,Teen,145,8,12,9,DHL,7.36,Supplier C,India,3438,16,1164.81,Fail,0.0663,Sea,Route-34,3273.4,2024-06-12
Blush,SKU-1033,93.35,Out of Stock,5,498.04,Senior,314,11,10,10,DHL,31.19,Supplier B,Germany,5719,4,1168.68,Fail,0.0486,Sea,Route-16,8068.0,2024-06-12
Mascara,SKU-1042,27.26,In Stock,20,610.71,Adult,476,4,40,1,FedEx,29.43,Supplier C,Mexico,6126,24,2138.16,Pass,0.1703,Road,Route-47,9207.62,2024-06-12
Blush,SKU-1018,43.23,Pre-Order,9,448.52,Senior,281,14,6,8,FedEx,26.39,Supplier A,Mexico,7279,26,988.47,Fail,0.0355,Air,Route-17,4882.12,2024-06-12
Mascara,SKU-1048,61.2,Pre-Order,7,473.14,Senior,171,11,22,9,DHL,39.12,Supplier A,India,8208,24,1828.24,Pass,0.0955,Air,Route-13,4636.44,2024-06-12
Foundation,SKU-1036,18.64,In Stock,15,449.18,Senior,494,12,88,4,USPS,38.5,Supplier A,Mexico,7676,22,3286.84,Pass,0.0293,Road,Route-30,8659.59,2024-06-12
Eyeliner,SKU-1004,66.7,In Stock,2,142.29,Senior,488,1,5,4,DHL,12.24,Supplier C,India,154,28,3171.04,Fail,0.0061,Air,Route-36,5060.82,2024-06-12
Mascara,SKU-1030,32.56,Pre-Order,13,487.42,Adult,450,12,50,5,UPS,30.98,Supplier A,Germany,6613,18,2181.09,Fail,0.076,Air,Route-48,7676.81,2024-06-12
Mascara,SKU-1015,76.71,Out of Stock,18,1556.02,Teen,412,2,13,8,USPS,44.4,Supplier C,India,9587,9,519.84,Fail,0.0553,Sea,Route-47,8745.87,2024-06-12
Blush,SKU-1027,24.1,Pre-Order,5,132.86,Senior,347,3,45,5,UPS,46.0,Supplier C,Mexico,8183,4,2927.11,Fail,0.0328,Sea,Route-20,8112.57,2024-06-12
Blush,SKU-1003,66.55,In Stock,13,704.55,Senior,170,4,7,6,USPS,21.41,Supplier B,Mexico,4053,29,4585.38,Fail,0.038,Sea,Route-1,7512.08,2024-06-12
Blush,SKU-1026,29.52,Pre-Order,4,163.86,Teen,257,8,38,2,UPS,23.69,Supplier C,Germany,8776,18,4722.35,Pass,0.0011,Air,Route-17,4738.15,2024-06-12
Lipstick,SKU-1008,53.77,Pre-Order,3,331.4,Senior,75,9,50,9,DHL,5.97,Supplier B,Germany,5264,8,799.46,Pass,0.0133,Sea,Route-20,8758.97,2024-06-12
Eyeliner,SKU-1039,80.91,In Stock,19,1878.18,Teen,55,13,49,9,USPS,12.23,Supplier B,Mexico,268,25,2314.11,Pass,0.0037,Air,Route-46,4262.85,2024-06-12
Foundation,SKU-1026,29.52,Pre-Order,7,356.98,Teen,334,14,63,1,USPS,22.48,Supplier C,Germany,3431,13,3748.35,Fail,0.0189,Road,Route-16,7869.47,2024-06-12
Lipstick,SKU-1007,10.24,Out of Stock,16,390.39,Adult,377,12,93,10,UPS,21.81,Supplier C,India,103,15,3017.71,Pass,0.0209,Sea,Route-23,1049.12,2024-06-12
Lipstick,SKU-1024,80.89,Pre-Order,12,1936.17,Teen,153,2,85,1,FedEx,35.48,Supplier B,Germany,3011,8,2054.97,Pass,0.0053,Sea,Route-22,2016.43,2024-06-12
Foundation,SKU-1026,29.52,Out of Stock,2,100.19,Teen,16,5,65,4,UPS,13.93,Supplier B,India,633,19,3926.42,Pass,0.0424,Sea,Route-20,2039.37,2024-06-12
Foundation,SKU-1036,18.64,Out of Stock,16,705.32,Senior,259,11,65,2,FedEx,33.82,Supplier A,Mexico,1578,9,4439.31,Pass,0.0493,Air,Route-50,3106.59,2024-06-12
Blush,SKU-1009,61.93,Out of Stock,16,1406.8,Senior,181,4,3,1,DHL,22.53,Supplier B,China,7525,19,4150.99,Pass,0.0438,Air,Route-28,3614.36,2024-06-12
Mascara,SKU-1004,66.7,In Stock,1,54.93,Teen,186,14,36,7,DHL,40.89,Supplier B,China,7565,8,3503.39,Pass,0.1943,Road,Route-25,3836.76,2024-06-12
Mascara,SKU-1021,24.69,Out of Stock,20,477.3,Adult,33,2,11,7,USPS,49.26,Supplier A,Mexico,9666,15,1993.5,Fail,0.067,Sea,Route-36,1112.74,2024-06-12
Foundation,SKU-1048,61.2,In Stock,6,566.96,Senior,255,4,74,8,DHL,10.43,Supplier A,India,9755,26,1342.97,Pass,0.0123,Sea,Route-25,2866.25,2024-06-12
Blush,SKU-1035,92.43,Out of Stock,7,567.94,Senior,450,2,9,9,USPS,5.28,Supplier A,Germany,4608,2,1436.49,Fail,0.0211,Road,Route-9,2884.96,2024-06-12
Foundation,SKU-1045,57.87,In Stock,11,1279.7,Adult,301,6,70,7,DHL,19.06,Supplier A,Germany,4723,19,854.0,Pass,0.0191,Sea,Route-33,431.49,2024-06-12
Lipstick,SKU-1011,75.45,Pre-Order,18,2586.69,Teen,284,13,89,5,FedEx,49.22,Supplier C,Germany,6554,2,1506.31,Fail,0.0436,Air,Route-21,5043.43,2024-06-12
Lipstick,SKU-1032,73.53,In Stock,11,1233.74,Teen,312,7,89,10,FedEx,32.14,Supplier A,Mexico,8156,11,4675.28,Fail,0.0479,Road,Route-39,5681.16,2024-06-12
Lipstick,SKU-1041,41.44,Out of Stock,19,1495.72,Adult,472,5,67,1,FedEx,22.97,Supplier A,Germany,8757,21,2157.14,Fail,0.043,Road,Route-41,2254.62,2024-06-12
Lipstick,SKU-1033,93.35,Out of Stock,13,2399.24,Teen,436,3,81,7,DHL,27.83,Supplier A,USA,8748,29,658.27,Fail,0.0445,Road,Route-42,5711.3,2024-06-12
Eyeliner,SKU-1008,53.77,Out of Stock,6,294.83,Senior,367,2,3,5,DHL,34.77,Supplier C,USA,2787,9,1169.3,Pass,0.0337,Road,Route-12,6364.15,2024-06-12
Blush,SKU-1047,95.61,Pre-Order,1,117.69,Senior,415,3,9,1,USPS,9.78,Supplier B,Mexico,6072,18,4902.7,Fail,0.0457,Sea,Route-11,8671.33,2024-06-12
Mascara,SKU-1019,51.77,In Stock,1,68.6,Teen,204,11,34,5,USPS,36.57,Supplier C,India,6362,21,3458.42,Pass,0.0511,Road,Route-35,9102.03,2024-06-12
Lipstick,SKU-1026,29.52,Out of Stock,19,1179.19,Adult,107,7,64,2,FedEx,45.18,Supplier B,USA,1462,18,1788.43,Fail,0.0474,Air,Route-7,9109.62,2024-06-12
Eyeliner,SKU-1048,61.2,In Stock,18,1139.15,Adult,188,6,5,8,DHL,30.04,Supplier C,Mexico,5100,28,2454.5,Fail,0.0016,Road,Route-41,1418.52,2024-06-12
Mascara,SKU-1027,24.1,In Stock,19,590.26,Teen,76,13,6,3,UPS,26.12,Supplier B,India,5502,17,4099.1,Fail,0.1696,Road,Route-29,5735.46,2024-06-12
Mascara,SKU-1043,95.24,Pre-Order,13,1212.98,Adult,175,13,45,1,DHL,8.12,Supplier C,Mexico,5656,18,3078.22,Pass,0.1645,Sea,Route-5,5979.41,2024-06-12
Eyeliner,SKU-1010,93.49,Pre-Order,1,93.1,Senior,265,9,13,9,USPS,12.48,Supplier C,Mexico,467,20,4081.66,Fail,0.0394,Air,Route-36,4249.82,2024-06-12
Eyeliner,SKU-1017,16.21,Out of Stock,9,146.75,Senior,308,7,28,9,DHL,27.43,Supplier B,USA,712,20,2087.95,Pass,0.0024,Road,Route-46,4451.87,2024-06-12
Lipstick,SKU-1032,73.53,Pre-Order,4,682.7,Adult,433,1,57,8,DHL,14.45,Supplier B,Germany,2344,4,2862.45,Fail,0.0274,Sea,Route-8,1671.07,2024-06-12
Mascara,SKU-1042,27.26,In Stock,4,139.9,Adult,29,14,5,7,DHL,14.95,Supplier B,China,7093,28,2782.07,Pass,0.1398,Road,Route-20,8970.47,2024-06-12
Blush,SKU-1029,67.32,Pre-Order,3,183.25,Teen,144,12,50,7,UPS,38.71,Supplier B,China,1471,22,3111.32,Pass,0.0162,Sea,Route-28,7756.48,2024-06-12
Blush,SKU-1016,44.94,In Stock,16,781.54,Senior,278,11,5,9,FedEx,11.3,Supplier A,Mexico,5724,28,3590.56,Pass,0.0334,Air,Route-35,4722.79,2024-06-12
Blush,SKU-1012,22.79,Out of Stock,9,168.11,Teen,118,14,32,4,USPS,41.62,Supplier C,China,4269,10,3448.61,Fail,0.0052,Road,Route-49,2680.62,2024-06-12
Foundation,SKU-1041,41.44,Pre-Order,10,976.42,Teen,30,13,81,4,DHL,38.26,Supplier A,Germany,2401,17,1175.68,Pass,0.05,Air,Route-22,783.3,2024-06-12
Mascara,SKU-1028,69.89,Pre-Order,1,75.99,Senior,244,12,42,2,USPS,45.7,Supplier B,Mexico,4472,26,3560.2,Fail,0.1967,Air,Route-24,6193.24,2024-06-12
Eyeliner,SKU-1042,27.26,Out of Stock,10,249.73,Adult,57,13,23,6,FedEx,18.74,Supplier C,India,5401,17,2927.07,Fail,0.0175,Air,Route-30,1374.45,2024-06-12
